Accepted Currencies,Coin Symbol,Country,Funding Goal,Funds in Escrow?,Github URL,Have Prototype?,Initial Token Price,Official Website,Platform,Pre-ICO Dates,Price Now,ROI,Restricted Countries,Total Raised,Total Tokens,branches,commits,forks,name,stars,url,watchers,description,end_time,image,price_usd,start_time,timezone,website_link
,OMG,Singapore,,No,,,$0.2742,https://www.omise.co/,Ethereum,,$1.77,544.43%,United States,"$25,000,000",,0,0,0,omisego,0,https://icowatchlist.com/ico/omisego,0,Omise GO is a blockchain wallet solution built on the Ethereum platform for payments rewards points and much more,2017-06-07 00:05:00,https://icowatchlist.com/logos/omisego.png,1.70,2017-06-07 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/omisego
,BNT,Israel,,No,,,$3.8600,https://bancor.network/,Ethereum,,$0.63,-83.75%,United States,"$153,000,000",,0,0,0,bancor,0,https://icowatchlist.com/ico/bancor,0,The Bancor protocol allows anyone to easily create completely liquid smart tokens,2017-06-12 00:00:00,https://icowatchlist.com/logos/bancor.png,0.57,2017-06-12 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bancor
,FYN,Singapore,,No,,,$0.1535,https://www.katalyse.io/,Ethereum,,$0.12,-18.70%,United States,"$1,150,000",,0,0,0,fundyourselfnow,0,https://icowatchlist.com/ico/fundyourselfnow,0,FundYourselfNow is a platform that will allow project creators raise funds for projects without the need of technical cryptocurrency knowledge,2017-06-13 00:01:00,https://icowatchlist.com/logos/fundyourselfnow.png,0.16,2017-06-13 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/fundyourselfnow
,MNX,Ukraine,,No,,,$12.4500,https://minexcoin.com/,Not Available,,$0.21,-98.34%,United States,"$745,940",,0,0,0,minexcoin,0,https://icowatchlist.com/ico/minexcoin,0,MinexCoin is a global payments system based on a low volatility cryptocurrency which is a part of Minex ecosystem,2017-06-14 00:00:00,https://icowatchlist.com/logos/minexcoin.png,0.12,2017-05-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/minexcoin
,CMP,Unknown,,No,,,$12.0000,https://compcoin.com/,Blockchain,,$5.64,,United States,,,0,0,0,compcoin,0,https://icowatchlist.com/ico/compcoin,0,Compcoin is an investment system that uses AI  blockchain,2017-06-14 00:00:00,https://icowatchlist.com/logos/compcoin.png,8.81,2017-06-14 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/compcoin
,SNM,Russian Federation,,No,,,$0.0791,https://sonm.io/,Ethereum,,$0.03,-62.06%,United States,"$26,000,000",,0,0,0,sonm,0,https://icowatchlist.com/ico/sonm,0,SONM is a decentralized worldwide fog computer for any general purpose computing from site hosting to scientific calculations,2017-06-15 00:00:00,https://icowatchlist.com/logos/sonm.png,0.02,2017-06-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/sonm
,SNT,Unknown,,No,,,$0.0366,https://status.im/,Ethereum,,$0.02,-36.23%,United States,"$102,000,000",,0,0,0,status,0,https://icowatchlist.com/ico/status,0,Status is a browser app and messenger gateway to a decentralized world,2017-06-17 00:00:00,https://icowatchlist.com/logos/status.png,0.02,2017-06-17 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/status
,21MCoin,Unknown,,No,,,$0.0000,https://www.21million.co.uk/,Ethereum,,,,United States,,,0,0,0,21-million,0,https://icowatchlist.com/ico/21-million,0,The first Cryptocurrencyfunded blockchain INDY TV series,2017-06-18 00:00:00,https://icowatchlist.com/logos/21-million.png,NA,2017-06-12 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/21-million
,BETH,Unknown,,No,,,$0.0000,https://beth.jp/,Not Available,,,,United States,,,0,0,0,beth,0,https://icowatchlist.com/ico/beth,0,Beth is a closedend fund focused on applying deep learning research combined with financial expertise,2017-06-20 00:00:00,https://icowatchlist.com/logos/beth.png,NA,2017-06-05 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/beth
,OGC,Unknown,,No,,,$0.0000,https://onegram.org/,Not Available,,,,United States,,,0,0,0,onegram,0,https://icowatchlist.com/ico/onegram,0,Each coin in the OneGram blockchain is backed by 1 gram of 24k gold,2017-06-20 00:00:00,https://icowatchlist.com/logos/onegram.png,NA,2017-05-21 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/onegram
,CVC,United States,,No,,,$0.1000,https://www.civic.com/,Ethereum,,$0.08,-20.83%,United States,"$33,000,000",,0,0,0,civic,0,https://icowatchlist.com/ico/civic,0,Secure access to identity verification via the blockchain,2017-06-21 00:00:00,https://icowatchlist.com/logos/civic.png,0.07,2017-06-21 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/civic
,HYBRID,Unknown,,No,,,$0.0000,https://coinstorm.net/en,Not Available,,,,United States,,,0,0,0,coinstorm,0,https://icowatchlist.com/ico/coinstorm,0,Internet of Coins is a new peertopeer financial network on the blockchain,2017-06-21 00:00:00,https://icowatchlist.com/logos/coinstorm.png,NA,2017-03-21 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/coinstorm
,PBT,Unknown,,No,,,"$7,912.0000",http://primalbase.com/,Ethereum,,"$10,074.35",27.33%,United States,"$7,910,000",,0,0,0,primalbase,0,https://icowatchlist.com/ico/primalbase,0,Primalbase is an offices workspace sharing platform managed on the blockchain,2017-06-26 00:00:00,https://icowatchlist.com/logos/primalbase.png,"5,557.68",2017-06-26 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/primalbase
,ADT,United States,,No,https://github.com/adchain,,$0.0154,https://adtoken.com/,Ethereum,,$0.01,-52.37%,United States,"$7,700,000",,397,9496,1215,adtoken,128,https://icowatchlist.com/ico/adtoken,81,Digital advertising powered by Ethereum,2017-06-26 12:00:00,https://icowatchlist.com/logos/adtoken.png,0.01,2017-06-26 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/adtoken
,MYB,Unknown,,No,,,$2.0000,https://mybit.io/,Ethereum,,$0.01,-99.66%,United States,"$2,700,000",,0,0,0,mybit,0,https://icowatchlist.com/ico/mybit,0,MyBit is a decentralized asset management project built to add an ownership layer to the internet,2017-06-27 00:00:00,https://icowatchlist.com/logos/mybit.png,0.00,2017-06-27 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/mybit
,BQX,Unknown,,No,,,$0.0754,https://www.bitquence.com/,Ethereum,,$0.16,,United States,,,0,0,0,bitquence,0,https://icowatchlist.com/ico/bitquence,0,Bitquence is making to cryptocurrency world accessible to more people and market,2017-06-28 00:00:00,https://icowatchlist.com/logos/bitquence.png,0.20,2017-06-28 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bitquence
,SAN,Switzerland,,No,,,$0.2267,http://www.santiment.net/,Ethereum,,$0.49,114.38%,United States,"$10,200,000",,0,0,0,santiment,0,https://icowatchlist.com/ico/santiment,0,Santiment will analyze crypto market trends and help cryptotraders manage risk ,2017-06-30 00:00:00,https://icowatchlist.com/logos/santiment.png,0.85,2017-06-30 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/santiment
,CFI,Sweden,,No,,,$0.1177,https://cofound.it/en/,Ethereum,,$0.01,-87.54%,United States,"$14,800,000",,0,0,0,cofoundit,0,https://icowatchlist.com/ico/cofoundit,0,A VC Ecosystem based on blockchain technology,2017-07-06 00:00:00,https://icowatchlist.com/logos/cofoundit.png,0.02,1970-01-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/cofoundit
,MTL,United States,,No,,,$0.1800,https://www.metalpay.com/,Ethereum,,$0.37,103.89%,United States,"$9,000,000",,0,0,0,metal,0,https://icowatchlist.com/ico/metal,0,The Metal project aims to transform how digital money operates,2017-07-08 12:00:00,https://icowatchlist.com/logos/metal.png,0.40,2017-06-09 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/metal
,IXT,United Kingdom,,No,,,$0.0703,http://www.insurex.co/,Ethereum,,$0.02,-78.35%,United States,"$6,950,000",,0,0,0,insure-x,0,https://icowatchlist.com/ico/insure-x,0,InsureX is a marketplace for insurance based on blockchain technology,2017-07-11 00:00:00,https://icowatchlist.com/logos/insure-x.png,0.02,2017-07-11 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/insure-x
,XTZ,Switzerland,,No,https://github.com/tezos/tezos,,$0.4000,https://www.tezos.com/,Blockchain,,$0.73,81.80%,United States,"$232,000,000",,11,1,199,tezos,1321,https://icowatchlist.com/ico/tezos,257,Smart contract platform that can evolve and in theory will never need any hard forks,2017-07-13 15:20:00,https://icowatchlist.com/logos/tezos.png,1.14,2017-07-01 06:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/tezos
,PPT,United Kingdom,,No,,,$0.2522,https://www.populous.world/,Ethereum,,$1.50,495.79%,United States,"$9,000,000",,0,0,0,populous,0,https://icowatchlist.com/ico/populous,0,Populous is a smart contract invoice system on the Blockchain which aims to bring added efficiency and accuracy to bookkeeping,2017-07-24 00:00:00,https://icowatchlist.com/logos/populous.png,0.97,2017-06-24 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/populous
,PAY,Singapore,,No,,,$0.8300,https://www.tenx.tech,Ethereum,,$0.29,-65.64%,United States,"$80,000,000",,0,0,0,tenx,0,https://icowatchlist.com/ico/tenx,0,TenX develops a debit card that is connected to your blockchain assets,2017-07-24 00:00:00,https://icowatchlist.com/logos/tenx.png,0.23,2017-06-24 13:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/tenx
,DENT,China,,No,,,$0.0005,https://www.dentcoin.com/,Ethereum,,$0.00,77.26%,United States,"$4,200,000",,0,0,0,dent,0,https://icowatchlist.com/ico/dent,0,Dent builds the global exchange for mobile data on the Blockchain and brings optimized system and platform efficiency,2017-07-26 00:01:00,https://icowatchlist.com/logos/dent.png,0.00,2017-07-12 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/dent
,DNT,Slovakia,,No,https://github.com/district0x,,$0.0157,https://district0x.io/,Ethereum,,$0.02,-0.64%,United States,"$9,410,000",,203,4628,626,district0x,1412,https://icowatchlist.com/ico/district0x,399,This is a network that creates decentralized communities and market places,2017-08-01 11:59:59,https://icowatchlist.com/logos/district0x.png,0.01,2017-07-18 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/district0x
,STX,Gibraltar,,No,,,$1.8600,https://www.stox.com/en/,Ethereum,,$0.02,-99.10%,United States,"$27,480,000",,0,0,0,stox,0,https://icowatchlist.com/ico/stox,0,Stox is a prediction market platform for traders built on the Ethereum blockchain,2017-08-02 00:00:00,https://icowatchlist.com/logos/stox.png,0.02,2017-08-02 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/stox
,CRS,Russian Federation,,No,,,$1.0000,https://startaico.com/,Waves,,$0.81,-18.91%,United States,"$5,060,000",,0,0,0,starta,0,https://icowatchlist.com/ico/starta,0,Starta Capital VC Fund created the startup investing accelerator on the Waves platform,2017-08-03 00:00:00,https://icowatchlist.com/logos/starta.png,0.81,2017-07-04 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/starta
,CABS,Taiwan,,No,,,"$1,000.0000",https://cryptoabs.com/,Ethereum,,,,United States,,,0,0,0,cryptoabs,0,https://icowatchlist.com/ico/cryptoabs,0,Physical assets financing platform on the Ethereum blockchain,2017-08-04 00:00:00,https://icowatchlist.com/logos/cryptoabs.png,NA,2017-07-14 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/cryptoabs
,SUR,Unknown,,No,,,$20.5000,http://suretly.com/,Not Available,,$0.64,-96.88%,United States,"$2,630,000",,0,0,0,suretly,0,https://icowatchlist.com/ico/suretly,0,Crowd vouching platform  allows people to earn money vouching for other people who need a loan,2017-08-11 00:00:00,https://icowatchlist.com/logos/suretly.png,0.67,2017-07-11 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/suretly
,HVN,Unknown,,No,,,$0.0220,https://www.hive-project.net/,Not Available,,$0.00,-84.56%,United States,"$8,530,000",,0,0,0,hive,0,https://icowatchlist.com/ico/hive,0,Hive provides new financial liquidity to small businesses by leveraging blockchain technology ,2017-08-14 00:00:00,https://icowatchlist.com/logos/hive.png,0.01,2017-07-03 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/hive
,XCJ,United States,,No,,,$0.2900,https://www.coinjob.net/,Ethereum,,,,United States,"$53,000",,0,0,0,coinjob,0,https://icowatchlist.com/ico/coinjob,0,Decentralized platform for freelancers based on Etheruem ,2017-08-14 03:00:00,https://icowatchlist.com/logos/coinjob.png,NA,2017-07-14 03:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/coinjob
,CDT,Israel,,No,,,$0.0270,https://www.coindash.io/,Ethereum,,$0.01,-64.34%,United States,"$7,500,000",,0,0,0,coindash,0,https://icowatchlist.com/ico/coindash,0,CoinDash is an asset management platform for crypto investors that enables users to view other portfolios in realtime,2017-08-17 18:00:00,https://icowatchlist.com/logos/coindash.png,0.01,2017-07-17 18:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/coindash
,MANA,Argentina,,No,https://github.com/decentraland,,$0.0250,https://decentraland.org/,Ethereum,,$0.07,190.75%,United States,"$26,290,000",,372,14656,1355,decentraland,1224,https://icowatchlist.com/ico/decentraland,1281,This is a a blockchain based virtual reality platform,2017-08-18 00:00:00,https://icowatchlist.com/logos/decentraland.png,0.05,2017-08-18 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/decentraland
,ZRX,United States,,No,https://github.com/0xProject,,$0.0480,https://www.0xproject.com/,Ethereum,,$0.30,521.56%,United States,"$24,000,000",,996,99199,37402,0x,2153,https://icowatchlist.com/ico/0x,523,0x is a protocol for a decentralized exchange of Ethereums ERC20 tokens and assets,2017-08-20 03:00:00,https://icowatchlist.com/logos/0x.png,0.26,2017-08-15 03:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/0x
,RVT,Unknown,,No,,,$0.2000,https://rivetzintl.com/,Not Available,,$0.05,-73.81%,United States,"$14,600,000",,0,0,0,rivet,0,https://icowatchlist.com/ico/rivet,0,Cyber security on the blockchain The Token provides proof and assurance of security on the hardware level,2017-08-24 00:00:00,https://icowatchlist.com/logos/rivet.png,0.03,2017-08-10 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/rivet
,ODN,United Kingdom,,No,,,$0.2500,https://obsidianplatform.com/,Stratis,,$0.00,,United States,,,0,0,0,obsidian,0,https://icowatchlist.com/ico/obsidian,0,Cryptocurrency  secure messaging platform built on the Stratis blockchain,2017-08-26 03:00:00,https://icowatchlist.com/logos/obsidian.png,0.00,2017-08-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/obsidian
,COR,Unknown,,No,,,$1.0000,https://www.corion.io/,Ethereum Classic,,$0.05,-94.62%,United States,"$2,100,000",,0,0,0,corion,0,https://icowatchlist.com/ico/corion,0,Crypto platform built on Ethereum Classic with a price controlled currency,2017-08-27 00:00:00,https://icowatchlist.com/logos/corion.png,0.08,2017-06-18 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/corion
,MPRM,Switzerland,,No,,,$0.1000,http://imperium.network,Ethereum,,$0.00,,United States,,,0,0,0,imperium,0,https://icowatchlist.com/ico/imperium,0,iMPERIUM is a NOFEE sports betting platform built on the Ethereum network,2017-08-27 18:00:00,https://icowatchlist.com/logos/imperium.png,0.00,2017-08-20 18:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/imperium
,XAI,Unknown,,No,,,$0.0000,https://www.aicoin.io/,Ethereum,,$0.05,,United States,,,0,0,0,aicoin,0,https://icowatchlist.com/ico/aicoin,0,Trading cryptocurrencies with artificial intelligence technology,2017-08-28 00:00:00,https://icowatchlist.com/logos/aicoin.png,0.05,2017-07-17 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/aicoin
,ROC,Unknown,,No,,,$0.0000,https://ico.rasputinonline.com/,Ethereum,,$0.07,,United States,,,0,0,0,roc,0,https://icowatchlist.com/ico/roc,0,The First ICO for Adult Entertainment,2017-08-29 04:00:00,https://icowatchlist.com/logos/roc.png,0.09,2017-07-20 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/roc
,AHT,Unknown,,No,,,$0.6500,https://bowheadhealth.com/,Waves,,$0.03,,United States,,,0,0,0,bowhead,0,https://icowatchlist.com/ico/bowhead,0,Bowhead is a medical instrument powered by the blockchain technology,2017-08-31 00:00:00,https://icowatchlist.com/logos/bowhead.png,0.12,2017-07-30 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bowhead
,ATB,Unknown,,No,,,$0.9000,https://atbcoin.com/,Not Available,,$0.01,-98.67%,United States,"$14,980,000",,0,0,0,atbcoin,0,https://icowatchlist.com/ico/atbcoin,0,Financial platform for organizing investment assets on the blockchain,2017-08-31 00:00:00,https://icowatchlist.com/logos/atbcoin.png,0.01,2017-07-12 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/atbcoin
ETH,MTH,Lithuania,"$95,000",No,https://github.com/monetha,Yes,$0.1900,https://www.monetha.io/,Ethereum,,,,United States,"$37,000,000","200,000,000",39,1702,124,monetha,52,https://icowatchlist.com/ico/monetha,87,Welcome to a proficient installment answer for dealers that empowers comprehensively trustful trade Decentralized Enabled by the Ethereum blockchain,2017-08-31 13:18:00,https://icowatchlist.com/logos/monetha.png,NA,2017-08-31 13:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/monetha
,BENJA,United States,,No,,,$0.0000,https://www.benjacoin.com/,Ethereum,,$0.01,,United States,,,0,0,0,benjacoin,0,https://icowatchlist.com/ico/benjacoin,0,Benja is a decentralized merchandise ad network ,2017-09-01 00:00:00,https://icowatchlist.com/logos/benjacoin.png,0.01,2017-08-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/benjacoin
"BTC, ETH",TRX,China,"$70,000,000",No,https://github.com/tronprotocol,,$0.0019,https://tron.network/index?lng=en,Blockchain,,$0.02,"1,129.58%",United States,"$70,000,000","100,000,000,000",1209,49688,5524,tron,2896,https://icowatchlist.com/ico/tron,616,Tron is a decentralized content entertainment protocol based on blockchain technology,2017-09-02 21:34:00,https://icowatchlist.com/logos/tron.png,0.02,2017-08-31 21:33:00,UTC+0,https://api.icowatchlist.com/public/v1/url/tron
,ARNA,Unknown,,No,,,$0.0000,https://projectarena.io/,Waves,,$0.00,,United States,,,0,0,0,arena,0,https://icowatchlist.com/ico/arena,0,Arena is a cryptocurrency sports predication and betting system,2017-09-04 12:00:00,https://icowatchlist.com/logos/arena.png,0.00,2017-08-04 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/arena
,SNP,Unknown,,No,,,$0.0000,https://ico.snapup.biz,Ethereum,,,,United States,,,0,0,0,snapup,0,https://icowatchlist.com/ico/snapup,0,Snapup disrupts the way you buy premium products,2017-09-04 12:30:00,https://icowatchlist.com/logos/snapup.png,NA,2017-08-28 12:30:00,UTC+2,https://api.icowatchlist.com/public/v1/url/snapup
"BTC, ETH, ZEC, USD",FIL,Unknown,"$40,000,000",No,,,$5.0000,http://filecoin.io/,Not Available,,$2.85,-42.95%,United States,"$257,000,000",,0,0,0,filecoin,0,https://icowatchlist.com/ico/filecoin,0,A decentralized storage network,2017-09-07 00:00:00,https://icowatchlist.com/logos/filecoin.png,2.85,2017-08-10 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/filecoin
,HBT,Singapore,,No,,,$0.2000,https://www.hubii.network/,Ethereum,,$0.15,-26.60%,United States,"$6,560,000",,0,0,0,hubiinetwork,0,https://icowatchlist.com/ico/hubiinetwork,0,This is a decentralized content market place based on blockchain,2017-09-07 12:00:00,https://icowatchlist.com/logos/hubiinetwork.png,0.09,2017-08-24 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/hubiinetwork
,AHT,Unknown,,No,,,$0.1500,http://ahoolee.io,Ethereum,,$0.03,-79.96%,United States,"$153,600",,0,0,0,ahoolee,0,https://icowatchlist.com/ico/ahoolee,0,Ahoolee is the worlds first search engine for products,2017-09-11 07:00:00,https://icowatchlist.com/logos/ahoolee.png,0.12,2017-08-28 07:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ahoolee
,WILD,United States,,No,,,$0.1000,http://wildcrypto.com,Ethereum,,$0.00,,United States,,,0,0,0,wildcrypto,0,https://icowatchlist.com/ico/wildcrypto,0,Merging Blockchain Technology with Lottery  eGaming,2017-09-11 08:00:00,https://icowatchlist.com/logos/wildcrypto.png,0.00,2017-09-05 08:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/wildcrypto
,AVT,United Kingdom,,No,https://github.com/AventusSystems,,$3.2600,https://aventus.io,Ethereum,,$0.22,-93.19%,United States,"$20,200,000",,0,0,0,aventus,0,https://icowatchlist.com/ico/aventus,0,A revolutionary global standard for a more fair secure and transparent ticketing industry,2017-09-13 12:00:00,https://icowatchlist.com/logos/aventus.png,0.14,2017-09-06 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/aventus
,DSR,Unknown,,No,,,$0.0000,https://www.daseron.com/,Ethereum,,$0.13,,United States,,,0,0,0,daseron,0,https://icowatchlist.com/ico/daseron,0,Daseron is the worlds decentralized and secure information system for selling and sharing of content,2017-09-14 12:00:00,https://icowatchlist.com/logos/daseron.png,0.13,2017-08-14 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/daseron
