,Accepted Currencies,Coin Symbol,Country,Funding Goal,Funds in Escrow?,Have Prototype?,Initial Token Price,Platform,Pre-ICO Dates,Price Now,ROI,Restricted Countries,Total Raised,Total Tokens,name,url,description,end_time,image,price_usd,start_time,timezone,website_link
225,,,,,,,,,,,,,,,kevin,https://icowatchlist.com/ico/kevin,kevin is an innovative online banking service that allows to easily link and manage different crypto accounts and bank accounts,2017-12-22 00:00:00,https://icowatchlist.com/logos/kevin.png,NA,2017-10-17 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/kevin
226,BTC,DAC,Switzerland,"$87,700,000",No,,$0.8100,Blockchain,,,,"United States, China, Singapore","$20,000,000","12,000,000,000",hdac,https://icowatchlist.com/ico/hdac,Hdac is the worlds 1st IoT Contract  Payment Platform based on Blockchain,2017-12-22 23:58:00,https://icowatchlist.com/logos/hdac.png,NA,2017-11-27 23:58:00,UTC+0,https://api.icowatchlist.com/public/v1/url/hdac
227,,HIG,Canada,,No,,$3.0000,Ethereum,,,,United States,,,ethereumhigh,https://icowatchlist.com/ico/ethereumhigh,Ethereum High is a robust and featherlight cryptocurrency designed to hedge the risk of your portfolio,2017-12-24 23:59:59,https://icowatchlist.com/logos/ethereumhigh.png,NA,2017-11-20 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ethereumhigh
228,,BINARY,Unknown,,No,,$1.3500,Ethereum,,,,United States,,,binarycom,https://icowatchlist.com/ico/binarycom,The easiest way to get started in the financial market,2017-12-25 00:00:00,https://icowatchlist.com/logos/binarycom.png,NA,2017-11-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/binarycom
229,,SRN,Switzerland,,No,,$0.9000,Ethereum,,$0.03,-96.11%,United States,"$157,885,825",,finney,https://icowatchlist.com/ico/finney,Sirin Labs is building an ultra secured  open sourced communication device for the blockchain era,2017-12-25 00:00:00,https://icowatchlist.com/logos/finney.png,0.02,2017-12-12 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/finney
230,,REM,Ukraine,,No,,$0.0000,Ethereum,,$0.02,,United States,"$17,500,000",,remme,https://icowatchlist.com/ico/remme,Access Management solution replacing passwords with the distributed authentication,2017-12-25 00:00:00,https://icowatchlist.com/logos/remme.png,0.02,2017-12-04 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/remme
231,,INS,Russian Federation,,No,,$1.0000,Ethereum,,$0.31,,United States,,,insecosystem,https://icowatchlist.com/ico/insecosystem,Decentralized ecosystem directly connecting grocery manufacturers and consumers,2017-12-25 11:00:00,https://icowatchlist.com/logos/insecosystem.png,0.30,2017-12-04 11:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/insecosystem
232,,PEF,Switzerland,,No,,$300.0000,Ethereum,,,,United States,,,prosumeenergy,https://icowatchlist.com/ico/prosumeenergy,The biggest energy revolution ever,2017-12-25 23:59:59,https://icowatchlist.com/logos/prosumeenergy.png,NA,2017-11-06 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/prosumeenergy
233,,CAN,Australia,,No,,$0.4615,Ethereum,,$0.02,,United States,,,canya,https://icowatchlist.com/ico/canya,Real working platform for a 2 trillion dollar peer to peer market,2017-12-26 00:00:00,https://icowatchlist.com/logos/canya.png,0.03,2017-11-26 00:00:00,UTC+11,https://api.icowatchlist.com/public/v1/url/canya
234,,DES,Estonia,,No,,$0.3000,Ethereum,,$0.02,,United States,,,decentralizedescrow,https://icowatchlist.com/ico/decentralizedescrow,DesAnti Scam helps to protect blockchain investors from financial losses,2017-12-27 11:59:59,https://icowatchlist.com/logos/decentralizedescrow.png,0.02,2017-11-29 12:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/decentralizedescrow
235,ETH,LEND,Estonia,"$17,900,000",No,,$0.0200,Ethereum,,$0.01,-52.26%,United States,"$17,860,000","1,300,000,000",ethlend,https://icowatchlist.com/ico/ethlend,ETHLend a blockchain startup that introduces decentralized lending it aims to enable decentralized lending globally by allowing crypto borrowing,2017-12-27 23:59:00,https://icowatchlist.com/logos/ethlend.png,0.01,2017-11-25 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ethlend
236,,BKX,Cayman Islands,,No,,$0.6000,Ethereum,,$0.02,,United States,,,bankex,https://icowatchlist.com/ico/bankex,A ProofofAsset Protocol that brings together BankasaService and Blockchain technology to evolve capital markets Tokenization of realworld and financial assets,2017-12-28 00:00:00,https://icowatchlist.com/logos/bankex.png,0.02,2017-11-28 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bankex
237,,SIG,United States,,No,,$0.5000,Ethereum,,,,United States,,,spectiv,https://icowatchlist.com/ico/spectiv,Spectiv is a signal token protocol,2017-12-29 02:00:00,https://icowatchlist.com/logos/spectiv.png,NA,2017-12-08 14:00:00,UTC--5,https://api.icowatchlist.com/public/v1/url/spectiv
238,,NAU,Cayman Islands,,No,,$0.0400,Ethereum,,,,United States,,,nau,https://icowatchlist.com/ico/nau,NAU directly links buyers and sellers n a retail market,2017-12-29 12:00:00,https://icowatchlist.com/logos/nau.png,NA,2017-10-31 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/nau
239,,PMT,Russian Federation,,No,,$35.0000,Ethereum,,,,United States,,,daoplaymarket20,https://icowatchlist.com/ico/daoplaymarket20,A decentralized Android app store combined with an ICO developer platform crypto exchange that accepts payment in cryptocurrency ,2017-12-29 23:59:59,https://icowatchlist.com/logos/daoplaymarket20.png,NA,2017-11-08 00:00:00,UTC+7,https://api.icowatchlist.com/public/v1/url/daoplaymarket20
240,,LHC,Russian Federation,,No,,$0.1000,Ethereum,,$0.01,,United States,,,lhcrypto,https://icowatchlist.com/ico/lhcrypto,LHCoin is a token with monthly income from operational activities,2017-12-30 00:00:00,https://icowatchlist.com/logos/lhcrypto.png,0.01,2017-10-30 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/lhcrypto
241,,LST,Russian Federation,,No,,$0.0750,Ethereum,,$0.00,,United States,,,liveshow,https://icowatchlist.com/ico/liveshow,LIVESHOW is creating a webcam platform of a new generation which is based on blockchain technology,2017-12-30 00:00:00,https://icowatchlist.com/logos/liveshow.png,0.00,2017-11-10 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/liveshow
242,,STY,Switzerland,,No,,$0.1020,Ethereum,,,,United States,,,styras,https://icowatchlist.com/ico/styras,STYRAS Connects everyone anywhere and everywhere,2017-12-30 00:00:00,https://icowatchlist.com/logos/styras.png,NA,2017-11-21 15:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/styras
243,,DMC,Russian Federation,,No,,$66.0000,Ethereum,,$0.00,,United States,,,odmcoin,https://icowatchlist.com/ico/odmcoin,First investment blockchain option in the oil and gas sector,2017-12-31 03:00:00,https://icowatchlist.com/logos/odmcoin.png,0.00,2017-12-01 03:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/odmcoin
244,,FDM,Cayman Islands,,No,,$0.0250,Ethereum,,$0.00,,United States,,,freedomstreaming,https://icowatchlist.com/ico/freedomstreaming,Freedom Streaming offers a full live streaming platform that allows you to stream from anywhere in the world uncensored safe and anonymously,2017-12-31 17:00:00,https://icowatchlist.com/logos/freedomstreaming.png,0.00,2017-11-15 17:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/freedomstreaming
245,,FPT,Afghanistan,,No,,$0.1000,Ethereum,,,,United States,,,familypoints,https://icowatchlist.com/ico/familypoints,Bringing Smart Contacts to Smart Parents,2017-12-31 23:59:59,https://icowatchlist.com/logos/familypoints.png,NA,2017-12-01 00:00:00,UTC--4,https://api.icowatchlist.com/public/v1/url/familypoints
246,,CIX,Costa Rica,,No,,$0.3400,Ethereum,,$0.00,-98.98%,United States,"$110,000",,cryptonetix,https://icowatchlist.com/ico/cryptonetix,Cryptonetix will be the foremost blockchain asset management analytics funding and educational platform for the rapidly growing cryptocurrency markets,2017-12-31 23:59:59,https://icowatchlist.com/logos/cryptonetix.png,0.00,2017-11-15 00:00:00,UTC--6,https://api.icowatchlist.com/public/v1/url/cryptonetix
247,,,,,,,,,,,,,,,fantasymarket,https://icowatchlist.com/ico/fantasymarket,Fantasy Market is an innovative marketplace where users control the performers through the use of our token,2018-01-01 12:00:00,https://icowatchlist.com/logos/fantasymarket.png,NA,2017-12-03 22:00:00,UTC+4,https://api.icowatchlist.com/public/v1/url/fantasymarket
248,,LOL,United States,,No,,$0.2000,Bitcoin Fork,,,,United States,,,loanorlease,https://icowatchlist.com/ico/loanorlease,Decentralized Lending Network of Masternodes,2018-01-04 12:00:00,https://icowatchlist.com/logos/loanorlease.png,NA,2017-12-01 12:00:00,UTC--8,https://api.icowatchlist.com/public/v1/url/loanorlease
249,,TIO,Switzerland,,No,,$0.5600,Ethereum,,$0.01,-98.78%,United States,"$31,000,000",,tradeio,https://icowatchlist.com/ico/tradeio,tradeio is an innovative new blockchain trading platform that will disrupt the financial ecosystem and democratize the markets,2018-01-04 23:59:59,https://icowatchlist.com/logos/tradeio.png,0.01,2017-12-07 00:00:01,UTC+0,https://api.icowatchlist.com/public/v1/url/tradeio
250,,CABS,Luxembourg,,No,,$150.0000,Ethereum,,,,United States,,,cybertrust,https://icowatchlist.com/ico/cybertrust,We help Banks buy Bitcoin,2018-01-05 23:59:59,https://icowatchlist.com/logos/cybertrust.png,NA,2017-11-29 00:00:00,UTC+3,https://api.icowatchlist.com/public/v1/url/cybertrust
251,,BTF,United States,,No,,$0.0510,Ethereum,,,,United States,,,blockchaintradedfund,https://icowatchlist.com/ico/blockchaintradedfund,The Blockchain Traded Fund is a closed ended fund that invests in the best Ethereum,2018-01-06 00:00:00,https://icowatchlist.com/logos/blockchaintradedfund.png,NA,2017-12-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/blockchaintradedfund
252,,UCASH,Canada,,No,,$0.0100,Ethereum,,$0.00,,United States,,,ucash,https://icowatchlist.com/ico/ucash,Cash meets digital currencies,2018-01-07 00:00:00,https://icowatchlist.com/logos/ucash.png,0.00,2017-09-08 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ucash
253,,STARS,United Kingdom,,No,,$0.0000,Ethereum,,,,United States,,,starsgroup,https://icowatchlist.com/ico/starsgroup,Progressive financial infrastructure for professional footballers,2018-01-10 00:00:00,https://icowatchlist.com/logos/starsgroup.png,NA,2017-11-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/starsgroup
254,,CHSB,Switzerland,"$50,000,000",No,,$0.0900,Ethereum,,$0.01,,United States,,"620,000,000",swissborg,https://icowatchlist.com/ico/swissborg,The New Era of Swiss Private Banking with Smart Contracts,2018-01-10 13:00:00,https://icowatchlist.com/logos/swissborg.png,0.01,2017-12-07 13:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/swissborg
255,,LOAN,Gibraltar,,No,,$0.0000,Ethereum,,,,United States,,,lendoit,https://icowatchlist.com/ico/lendoit,Lendoit is the only True Decentralized P2P Lending Platform using Blockchain Technology,2018-01-13 14:00:00,https://icowatchlist.com/logos/lendoit.png,NA,2017-12-13 14:00:00,UTC+2,https://api.icowatchlist.com/public/v1/url/lendoit
256,,CRYPT,Estonia,,No,,$0.4800,Ethereum,,$0.03,,United States,,"99,983,577",crypterium,https://icowatchlist.com/ico/crypterium,Digital mobile cryptobank,2018-01-14 10:00:00,https://icowatchlist.com/logos/crypterium.png,0.05,2017-10-31 10:00:00,UTC--4,https://api.icowatchlist.com/public/v1/url/crypterium
257,,EVN,Switzerland,,No,,$1.0000,Ethereum,,$0.07,,United States,,,envionevn,https://icowatchlist.com/ico/envionevn,ENVION makes mining green  mobile,2018-01-14 12:00:00,https://icowatchlist.com/logos/envionevn.png,0.09,2017-12-15 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/envionevn
258,,GAT,Hong Kong,,No,,$0.0450,Ethereum,,$0.00,-96.30%,United States,"$40,360,000",,gatcoin,https://icowatchlist.com/ico/gatcoin,GATCOIN transforms traditional discount coupons loyalty points and shopping vouchers into liquid tradable digital tokens,2018-01-14 12:00:00,https://icowatchlist.com/logos/gatcoin.png,0.00,2018-01-14 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/gatcoin
259,,COV,Gibraltar,,No,,$0.8700,Ethereum,,$0.10,,United States,,,covesting,https://icowatchlist.com/ico/covesting,Revolutionary copytrading platform combined with the most complete infrastructure for investors and cryptocurrency traders,2018-01-15 12:00:00,https://icowatchlist.com/logos/covesting.png,0.26,2017-11-24 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/covesting
260,,APPC,Singapore,,No,,$0.1960,Ethereum,,$0.08,,United States,,,appcoin,https://icowatchlist.com/ico/appcoin,AppCoins is the first cryptocurrency for app stores serving 200 million active users,2018-01-15 23:59:59,https://icowatchlist.com/logos/appcoin.png,0.06,2017-12-13 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/appcoin
261,USD,TZRO,United States,"$250,000,000",No,,$10.0000,Blockchain,,,,United States,"$250,000,000","250,000,000",tzero,https://icowatchlist.com/ico/tzero,The tZERO platform integrates cryptographically secure distributed ledgers with existing market processes to reduce settlement time and costs,2018-01-18 19:32:00,https://icowatchlist.com/logos/tzero.png,NA,2017-12-18 19:32:00,UTC+0,https://api.icowatchlist.com/public/v1/url/tzero
262,,SLRM,United States,,No,,$0.7000,Ethereum,,,,United States,,,solareum,https://icowatchlist.com/ico/solareum,Solareum brings solar energy on Blockchain,2018-01-18 23:59:59,https://icowatchlist.com/logos/solareum.png,NA,2017-12-25 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/solareum
263,,TRF,Hong Kong,,No,,$0.2800,Other,,$0.00,,United States,,,travelflexcoin,https://icowatchlist.com/ico/travelflexcoin,New DAG tech based cryptocurrency decentralized social travel network and payment system,2018-01-22 11:59:59,https://icowatchlist.com/logos/travelflexcoin.png,0.00,2017-12-14 00:00:01,UTC+8,https://api.icowatchlist.com/public/v1/url/travelflexcoin
264,BTC,ELA,China,"$94,100,000",No,,$18.0900,Blockchain,,$2.78,-84.63%,United States,"$94,073,200","33,000,000",elastos,https://icowatchlist.com/ico/elastos,Blockchain with totally decentralized P2P economic infrastructure which authenticates digital rights and turns digital information into assets ,2018-01-23 18:48:00,https://icowatchlist.com/logos/elastos.png,3.17,2018-01-02 18:47:00,UTC+0,https://api.icowatchlist.com/public/v1/url/elastos
265,,HCT,United States,,No,,$1.0000,Ethereum,,,,United States,,,realestatecoupon,https://icowatchlist.com/ico/realestatecoupon,The First Real Estate Coupon Ethereum Token for Purchasing Properties,2018-01-25 00:00:00,https://icowatchlist.com/logos/realestatecoupon.png,NA,2018-01-16 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/realestatecoupon
266,,BDG,Lithuania,,No,,$0.0300,Ethereum,,$0.00,,United States,,,bitdegree,https://icowatchlist.com/ico/bitdegree,The worlds first blockchainpowered online education platform with token scholarships  tech talent acquisition,2018-01-25 23:59:59,https://icowatchlist.com/logos/bitdegree.png,0.00,2017-12-01 14:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bitdegree
267,,EDU,United States,,No,,$0.1000,Ethereum,,,,United States,"$10,500,000",,liveedu,https://icowatchlist.com/ico/liveedu,LiveEdu is Youtube for Online Education the nextgeneration Lyndacom,2018-01-26 00:00:00,https://icowatchlist.com/logos/liveedu.png,NA,2018-01-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/liveedu
268,,REALESTATE,Australia,,No,,$4.5000,Ethereum,,,,United States,,,propify,https://icowatchlist.com/ico/propify,The Decentralized Real Estate Platform,2018-01-26 00:00:00,https://icowatchlist.com/logos/propify.png,NA,2017-12-14 00:00:00,UTC--8,https://api.icowatchlist.com/public/v1/url/propify
269,,JNT,Switzerland,,No,,$0.2000,Ethereum,,$0.05,,United States,,,jibrelnetwork,https://icowatchlist.com/ico/jibrelnetwork,Jibrel provides traditional financial assets such as currencies bonds and equities as standard ERC20 tokens on the Ethereum Blockchain,2018-01-26 12:00:00,https://icowatchlist.com/logos/jibrelnetwork.png,0.04,2017-11-27 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/jibrelnetwork
270,ETH,POLY,Canada,,No,,$0.0000,Blockchain,,$0.12,,United States,,"1,000,000,000",polymath,https://icowatchlist.com/ico/polymath,Polimath is the interface between financial securities and the blockchain,2018-01-27 23:59:00,https://icowatchlist.com/logos/polymath.png,0.08,2018-01-27 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/polymath
271,"ETH, BTC, LTC, BCH, DASH",STQ,Russian Federation,"$25,000,000",No,,$0.0000,Blockchain,,$0.00,,United States,"$25,000,000","1,500,000",storiqa,https://icowatchlist.com/ico/storiqa,Storiqa  a marketplace with a wide range of functions for effective sales in the world of a new digital economy,2018-01-29 18:20:00,https://icowatchlist.com/logos/storiqa.png,0.00,2017-11-29 18:20:00,UTC+0,https://api.icowatchlist.com/public/v1/url/storiqa
272,,FLP,United States,,No,,$2.2500,Ethereum,,$0.01,,United States,,,gameflip,https://icowatchlist.com/ico/gameflip,FLIP Cryptotoken for gamers from gaming experts,2018-01-29 19:00:00,https://icowatchlist.com/logos/gameflip.png,0.01,2017-12-04 19:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/gameflip
273,,VIT,United Kingdom,,No,,$0.9000,Ethereum,,$0.00,,United States,,,vimarket,https://icowatchlist.com/ico/vimarket,A 3D marketplace that allows users to create and share virtual reality VR experiences ViMarket promises to bring about a muchneeded breakthrough in the global ecommerce ecosystem,2018-01-31 00:00:00,https://icowatchlist.com/logos/vimarket.png,0.00,2017-12-07 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/vimarket
274,,PINNS,United States,,No,,$0.0000,Ethereum,,,,United States,,,pocketinns,https://icowatchlist.com/ico/pocketinns,The worlds first decentralized blockchain driven marketplace ecosystem,2018-01-31 10:00:00,https://icowatchlist.com/logos/pocketinns.png,NA,2018-01-15 10:00:00,UTC--3,https://api.icowatchlist.com/public/v1/url/pocketinns
